,seq_id,source,type,start,end,score,strand,phase,attributes,Dbxref,ID,Name,Note,Parent,alignment_id,alternative_source_transcripts,anticodon,collapsed_gene_ids,collapsed_gene_names,copy_num_ID,coverage,db_xref,description,exception,exon_annotation_support,exon_number,experiment,extra_copy_number,extra_paralog,frameshift,gbkey,gene,gene_biotype,gene_id,gene_name,gene_synonym,inference,inframe_stop_codon,intron_annotation_support,matches_ref_protein,missing_start_codon,missing_stop_codon,model_evidence,note,paralogy,part,partial,product,proper_orf,protein_id,pseudo,sequence_ID,source_gene,source_gene_common_name,source_transcript,standard_name,tag,transcript_biotype,transcript_class,transcript_id,transcript_modes,transcript_name,transferase,transl_except,unfiltered_paralogy,valid_ORF,valid_ORFs,valid_start,valid_stop
3778363,chr21,Liftoff,exon,41485531,41485623,.,-,.,Parent=XM_017028220.2;db_xref=GeneID:102724594;gene=LOC102724594;model_evidence=Supporting evidence includes similarity to: 8 ESTs%2C 2 Proteins%2C 276 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 21 samples with support for all annotated introns;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X2;transcript_biotype=mRNA;exon_number=6;extra_copy_number=0,,,,,XM_017028220.2,,,,,,,,GeneID:102724594,,,,6,,0,,,,LOC102724594,,,,,,,,,,,Supporting evidence includes similarity to: 8 ESTs%2C 2 Proteins%2C 276 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 21 samples with support for all annotated introns,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X2,,,,,,,,,,mRNA,,,,,,,,,,,
3778364,chr21,Liftoff,exon,41485715,41485848,.,-,.,Parent=XM_017028220.2;db_xref=GeneID:102724594;gene=LOC102724594;model_evidence=Supporting evidence includes similarity to: 8 ESTs%2C 2 Proteins%2C 276 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 21 samples with support for all annotated introns;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X2;transcript_biotype=mRNA;exon_number=5;extra_copy_number=0,,,,,XM_017028220.2,,,,,,,,GeneID:102724594,,,,5,,0,,,,LOC102724594,,,,,,,,,,,Supporting evidence includes similarity to: 8 ESTs%2C 2 Proteins%2C 276 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 21 samples with support for all annotated introns,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X2,,,,,,,,,,mRNA,,,,,,,,,,,
3778365,chr21,Liftoff,exon,41486756,41486805,.,-,.,Parent=XM_017028220.2;db_xref=GeneID:102724594;gene=LOC102724594;model_evidence=Supporting evidence includes similarity to: 8 ESTs%2C 2 Proteins%2C 276 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 21 samples with support for all annotated introns;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X2;transcript_biotype=mRNA;exon_number=4;extra_copy_number=0,,,,,XM_017028220.2,,,,,,,,GeneID:102724594,,,,4,,0,,,,LOC102724594,,,,,,,,,,,Supporting evidence includes similarity to: 8 ESTs%2C 2 Proteins%2C 276 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 21 samples with support for all annotated introns,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X2,,,,,,,,,,mRNA,,,,,,,,,,,
3778366,chr21,Liftoff,exon,41492437,41492503,.,-,.,Parent=XM_017028220.2;db_xref=GeneID:102724594;gene=LOC102724594;model_evidence=Supporting evidence includes similarity to: 8 ESTs%2C 2 Proteins%2C 276 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 21 samples with support for all annotated introns;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X2;transcript_biotype=mRNA;exon_number=3;extra_copy_number=0,,,,,XM_017028220.2,,,,,,,,GeneID:102724594,,,,3,,0,,,,LOC102724594,,,,,,,,,,,Supporting evidence includes similarity to: 8 ESTs%2C 2 Proteins%2C 276 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 21 samples with support for all annotated introns,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X2,,,,,,,,,,mRNA,,,,,,,,,,,
3778367,chr21,Liftoff,exon,41495386,41495473,.,-,.,Parent=XM_017028220.2;db_xref=GeneID:102724594;gene=LOC102724594;model_evidence=Supporting evidence includes similarity to: 8 ESTs%2C 2 Proteins%2C 276 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 21 samples with support for all annotated introns;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X2;transcript_biotype=mRNA;exon_number=2;extra_copy_number=0,,,,,XM_017028220.2,,,,,,,,GeneID:102724594,,,,2,,0,,,,LOC102724594,,,,,,,,,,,Supporting evidence includes similarity to: 8 ESTs%2C 2 Proteins%2C 276 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 21 samples with support for all annotated introns,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X2,,,,,,,,,,mRNA,,,,,,,,,,,
3778368,chr21,Liftoff,exon,41498522,41498641,.,-,.,Parent=XM_017028220.2;db_xref=GeneID:102724594;gene=LOC102724594;model_evidence=Supporting evidence includes similarity to: 8 ESTs%2C 2 Proteins%2C 276 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 21 samples with support for all annotated introns;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X2;transcript_biotype=mRNA;exon_number=1;extra_copy_number=0,,,,,XM_017028220.2,,,,,,,,GeneID:102724594,,,,1,,0,,,,LOC102724594,,,,,,,,,,,Supporting evidence includes similarity to: 8 ESTs%2C 2 Proteins%2C 276 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 21 samples with support for all annotated introns,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X2,,,,,,,,,,mRNA,,,,,,,,,,,
3778369,chr21,Liftoff,CDS,41484162,41484309,.,-,1,Parent=XM_017028220.2;db_xref=GeneID:102724594;gbkey=CDS;gene=LOC102724594;product=splicing factor U2AF 35 kDa subunit-like protein isoform X2;protein_id=XP_016883709.1;exon_number=7;extra_copy_number=0,,,,,XM_017028220.2,,,,,,,,GeneID:102724594,,,,7,,0,,,CDS,LOC102724594,,,,,,,,,,,,,,,,splicing factor U2AF 35 kDa subunit-like protein isoform X2,,XP_016883709.1,,,,,,,,,,,,,,,,,,,
3778370,chr21,Liftoff,CDS,41485531,41485623,.,-,1,Parent=XM_017028220.2;db_xref=GeneID:102724594;gbkey=CDS;gene=LOC102724594;product=splicing factor U2AF 35 kDa subunit-like protein isoform X2;protein_id=XP_016883709.1;exon_number=6;extra_copy_number=0,,,,,XM_017028220.2,,,,,,,,GeneID:102724594,,,,6,,0,,,CDS,LOC102724594,,,,,,,,,,,,,,,,splicing factor U2AF 35 kDa subunit-like protein isoform X2,,XP_016883709.1,,,,,,,,,,,,,,,,,,,
3778371,chr21,Liftoff,CDS,41485715,41485848,.,-,0,Parent=XM_017028220.2;db_xref=GeneID:102724594;gbkey=CDS;gene=LOC102724594;product=splicing factor U2AF 35 kDa subunit-like protein isoform X2;protein_id=XP_016883709.1;exon_number=5;extra_copy_number=0,,,,,XM_017028220.2,,,,,,,,GeneID:102724594,,,,5,,0,,,CDS,LOC102724594,,,,,,,,,,,,,,,,splicing factor U2AF 35 kDa subunit-like protein isoform X2,,XP_016883709.1,,,,,,,,,,,,,,,,,,,
3778372,chr21,Liftoff,CDS,41486756,41486805,.,-,2,Parent=XM_017028220.2;db_xref=GeneID:102724594;gbkey=CDS;gene=LOC102724594;product=splicing factor U2AF 35 kDa subunit-like protein isoform X2;protein_id=XP_016883709.1;exon_number=4;extra_copy_number=0,,,,,XM_017028220.2,,,,,,,,GeneID:102724594,,,,4,,0,,,CDS,LOC102724594,,,,,,,,,,,,,,,,splicing factor U2AF 35 kDa subunit-like protein isoform X2,,XP_016883709.1,,,,,,,,,,,,,,,,,,,
3778373,chr21,Liftoff,CDS,41492437,41492503,.,-,0,Parent=XM_017028220.2;db_xref=GeneID:102724594;gbkey=CDS;gene=LOC102724594;product=splicing factor U2AF 35 kDa subunit-like protein isoform X2;protein_id=XP_016883709.1;exon_number=3;extra_copy_number=0,,,,,XM_017028220.2,,,,,,,,GeneID:102724594,,,,3,,0,,,CDS,LOC102724594,,,,,,,,,,,,,,,,splicing factor U2AF 35 kDa subunit-like protein isoform X2,,XP_016883709.1,,,,,,,,,,,,,,,,,,,
3778374,chr21,Liftoff,CDS,41495386,41495473,.,-,1,Parent=XM_017028220.2;db_xref=GeneID:102724594;gbkey=CDS;gene=LOC102724594;product=splicing factor U2AF 35 kDa subunit-like protein isoform X2;protein_id=XP_016883709.1;exon_number=2;extra_copy_number=0,,,,,XM_017028220.2,,,,,,,,GeneID:102724594,,,,2,,0,,,CDS,LOC102724594,,,,,,,,,,,,,,,,splicing factor U2AF 35 kDa subunit-like protein isoform X2,,XP_016883709.1,,,,,,,,,,,,,,,,,,,
3778375,chr21,Liftoff,CDS,41498522,41498565,.,-,0,Parent=XM_017028220.2;db_xref=GeneID:102724594;gbkey=CDS;gene=LOC102724594;product=splicing factor U2AF 35 kDa subunit-like protein isoform X2;protein_id=XP_016883709.1;exon_number=1;extra_copy_number=0,,,,,XM_017028220.2,,,,,,,,GeneID:102724594,,,,1,,0,,,CDS,LOC102724594,,,,,,,,,,,,,,,,splicing factor U2AF 35 kDa subunit-like protein isoform X2,,XP_016883709.1,,,,,,,,,,,,,,,,,,,
3778376,chr21,Liftoff,transcript,41484016,41498641,.,-,.,ID=XM_024452037.2;Parent=LOC102724594;db_xref=GeneID:102724594;gbkey=mRNA;gene=LOC102724594;model_evidence=Supporting evidence includes similarity to: 10 ESTs%2C 2 Proteins%2C 555 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 37 samples with support for all annotated introns;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X3;transcript_biotype=mRNA;matches_ref_protein=True;valid_ORF=True;extra_copy_number=0,,XM_024452037.2,,,LOC102724594,,,,,,,,GeneID:102724594,,,,,,0,,,mRNA,LOC102724594,,,,,,,,True,,,Supporting evidence includes similarity to: 10 ESTs%2C 2 Proteins%2C 555 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 37 samples with support for all annotated introns,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X3,,,,,,,,,,mRNA,,,,,,,,True,,,
3778377,chr21,Liftoff,exon,41484016,41484309,.,-,.,Parent=XM_024452037.2;db_xref=GeneID:102724594;gene=LOC102724594;model_evidence=Supporting evidence includes similarity to: 10 ESTs%2C 2 Proteins%2C 555 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 37 samples with support for all annotated introns;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X3;transcript_biotype=mRNA;exon_number=9;extra_copy_number=0,,,,,XM_024452037.2,,,,,,,,GeneID:102724594,,,,9,,0,,,,LOC102724594,,,,,,,,,,,Supporting evidence includes similarity to: 10 ESTs%2C 2 Proteins%2C 555 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 37 samples with support for all annotated introns,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X3,,,,,,,,,,mRNA,,,,,,,,,,,
3778378,chr21,Liftoff,exon,41485531,41485623,.,-,.,Parent=XM_024452037.2;db_xref=GeneID:102724594;gene=LOC102724594;model_evidence=Supporting evidence includes similarity to: 10 ESTs%2C 2 Proteins%2C 555 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 37 samples with support for all annotated introns;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X3;transcript_biotype=mRNA;exon_number=8;extra_copy_number=0,,,,,XM_024452037.2,,,,,,,,GeneID:102724594,,,,8,,0,,,,LOC102724594,,,,,,,,,,,Supporting evidence includes similarity to: 10 ESTs%2C 2 Proteins%2C 555 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 37 samples with support for all annotated introns,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X3,,,,,,,,,,mRNA,,,,,,,,,,,
3778379,chr21,Liftoff,exon,41485715,41485848,.,-,.,Parent=XM_024452037.2;db_xref=GeneID:102724594;gene=LOC102724594;model_evidence=Supporting evidence includes similarity to: 10 ESTs%2C 2 Proteins%2C 555 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 37 samples with support for all annotated introns;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X3;transcript_biotype=mRNA;exon_number=7;extra_copy_number=0,,,,,XM_024452037.2,,,,,,,,GeneID:102724594,,,,7,,0,,,,LOC102724594,,,,,,,,,,,Supporting evidence includes similarity to: 10 ESTs%2C 2 Proteins%2C 555 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 37 samples with support for all annotated introns,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X3,,,,,,,,,,mRNA,,,,,,,,,,,
3778380,chr21,Liftoff,exon,41486500,41486598,.,-,.,Parent=XM_024452037.2;db_xref=GeneID:102724594;gene=LOC102724594;model_evidence=Supporting evidence includes similarity to: 10 ESTs%2C 2 Proteins%2C 555 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 37 samples with support for all annotated introns;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X3;transcript_biotype=mRNA;exon_number=6;extra_copy_number=0,,,,,XM_024452037.2,,,,,,,,GeneID:102724594,,,,6,,0,,,,LOC102724594,,,,,,,,,,,Supporting evidence includes similarity to: 10 ESTs%2C 2 Proteins%2C 555 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 37 samples with support for all annotated introns,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X3,,,,,,,,,,mRNA,,,,,,,,,,,
3778381,chr21,Liftoff,exon,41486756,41486805,.,-,.,Parent=XM_024452037.2;db_xref=GeneID:102724594;gene=LOC102724594;model_evidence=Supporting evidence includes similarity to: 10 ESTs%2C 2 Proteins%2C 555 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 37 samples with support for all annotated introns;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X3;transcript_biotype=mRNA;exon_number=5;extra_copy_number=0,,,,,XM_024452037.2,,,,,,,,GeneID:102724594,,,,5,,0,,,,LOC102724594,,,,,,,,,,,Supporting evidence includes similarity to: 10 ESTs%2C 2 Proteins%2C 555 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 37 samples with support for all annotated introns,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X3,,,,,,,,,,mRNA,,,,,,,,,,,
3778382,chr21,Liftoff,exon,41491524,41491590,.,-,.,Parent=XM_024452037.2;db_xref=GeneID:102724594;gene=LOC102724594;model_evidence=Supporting evidence includes similarity to: 10 ESTs%2C 2 Proteins%2C 555 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 37 samples with support for all annotated introns;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X3;transcript_biotype=mRNA;exon_number=4;extra_copy_number=0,,,,,XM_024452037.2,,,,,,,,GeneID:102724594,,,,4,,0,,,,LOC102724594,,,,,,,,,,,Supporting evidence includes similarity to: 10 ESTs%2C 2 Proteins%2C 555 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 37 samples with support for all annotated introns,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X3,,,,,,,,,,mRNA,,,,,,,,,,,
3778383,chr21,Liftoff,exon,41495386,41495473,.,-,.,Parent=XM_024452037.2;db_xref=GeneID:102724594;gene=LOC102724594;model_evidence=Supporting evidence includes similarity to: 10 ESTs%2C 2 Proteins%2C 555 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 37 samples with support for all annotated introns;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X3;transcript_biotype=mRNA;exon_number=3;extra_copy_number=0,,,,,XM_024452037.2,,,,,,,,GeneID:102724594,,,,3,,0,,,,LOC102724594,,,,,,,,,,,Supporting evidence includes similarity to: 10 ESTs%2C 2 Proteins%2C 555 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 37 samples with support for all annotated introns,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X3,,,,,,,,,,mRNA,,,,,,,,,,,
3778384,chr21,Liftoff,exon,41496573,41496626,.,-,.,Parent=XM_024452037.2;db_xref=GeneID:102724594;gene=LOC102724594;model_evidence=Supporting evidence includes similarity to: 10 ESTs%2C 2 Proteins%2C 555 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 37 samples with support for all annotated introns;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X3;transcript_biotype=mRNA;exon_number=2;extra_copy_number=0,,,,,XM_024452037.2,,,,,,,,GeneID:102724594,,,,2,,0,,,,LOC102724594,,,,,,,,,,,Supporting evidence includes similarity to: 10 ESTs%2C 2 Proteins%2C 555 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 37 samples with support for all annotated introns,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X3,,,,,,,,,,mRNA,,,,,,,,,,,
3778385,chr21,Liftoff,exon,41498522,41498641,.,-,.,Parent=XM_024452037.2;db_xref=GeneID:102724594;gene=LOC102724594;model_evidence=Supporting evidence includes similarity to: 10 ESTs%2C 2 Proteins%2C 555 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 37 samples with support for all annotated introns;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X3;transcript_biotype=mRNA;exon_number=1;extra_copy_number=0,,,,,XM_024452037.2,,,,,,,,GeneID:102724594,,,,1,,0,,,,LOC102724594,,,,,,,,,,,Supporting evidence includes similarity to: 10 ESTs%2C 2 Proteins%2C 555 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 37 samples with support for all annotated introns,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X3,,,,,,,,,,mRNA,,,,,,,,,,,
3778386,chr21,Liftoff,CDS,41484162,41484309,.,-,1,Parent=XM_024452037.2;db_xref=GeneID:102724594;gbkey=CDS;gene=LOC102724594;product=splicing factor U2AF 35 kDa subunit-like protein isoform X3;protein_id=XP_024307805.1;exon_number=9;extra_copy_number=0,,,,,XM_024452037.2,,,,,,,,GeneID:102724594,,,,9,,0,,,CDS,LOC102724594,,,,,,,,,,,,,,,,splicing factor U2AF 35 kDa subunit-like protein isoform X3,,XP_024307805.1,,,,,,,,,,,,,,,,,,,
3778387,chr21,Liftoff,CDS,41485531,41485623,.,-,1,Parent=XM_024452037.2;db_xref=GeneID:102724594;gbkey=CDS;gene=LOC102724594;product=splicing factor U2AF 35 kDa subunit-like protein isoform X3;protein_id=XP_024307805.1;exon_number=8;extra_copy_number=0,,,,,XM_024452037.2,,,,,,,,GeneID:102724594,,,,8,,0,,,CDS,LOC102724594,,,,,,,,,,,,,,,,splicing factor U2AF 35 kDa subunit-like protein isoform X3,,XP_024307805.1,,,,,,,,,,,,,,,,,,,
3778388,chr21,Liftoff,CDS,41485715,41485848,.,-,0,Parent=XM_024452037.2;db_xref=GeneID:102724594;gbkey=CDS;gene=LOC102724594;product=splicing factor U2AF 35 kDa subunit-like protein isoform X3;protein_id=XP_024307805.1;exon_number=7;extra_copy_number=0,,,,,XM_024452037.2,,,,,,,,GeneID:102724594,,,,7,,0,,,CDS,LOC102724594,,,,,,,,,,,,,,,,splicing factor U2AF 35 kDa subunit-like protein isoform X3,,XP_024307805.1,,,,,,,,,,,,,,,,,,,
3778389,chr21,Liftoff,CDS,41486500,41486598,.,-,0,Parent=XM_024452037.2;db_xref=GeneID:102724594;gbkey=CDS;gene=LOC102724594;product=splicing factor U2AF 35 kDa subunit-like protein isoform X3;protein_id=XP_024307805.1;exon_number=6;extra_copy_number=0,,,,,XM_024452037.2,,,,,,,,GeneID:102724594,,,,6,,0,,,CDS,LOC102724594,,,,,,,,,,,,,,,,splicing factor U2AF 35 kDa subunit-like protein isoform X3,,XP_024307805.1,,,,,,,,,,,,,,,,,,,
3778390,chr21,Liftoff,CDS,41486756,41486785,.,-,0,Parent=XM_024452037.2;db_xref=GeneID:102724594;gbkey=CDS;gene=LOC102724594;product=splicing factor U2AF 35 kDa subunit-like protein isoform X3;protein_id=XP_024307805.1;exon_number=5;extra_copy_number=0,,,,,XM_024452037.2,,,,,,,,GeneID:102724594,,,,5,,0,,,CDS,LOC102724594,,,,,,,,,,,,,,,,splicing factor U2AF 35 kDa subunit-like protein isoform X3,,XP_024307805.1,,,,,,,,,,,,,,,,,,,
3778391,chr21,Liftoff,transcript,41484016,41498641,.,-,.,ID=XM_024452038.2;Parent=LOC102724594;db_xref=GeneID:102724594;gbkey=mRNA;gene=LOC102724594;model_evidence=Supporting evidence includes similarity to: 10 ESTs%2C 2 Proteins%2C 555 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 4 samples with support for all annotated introns;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X5;transcript_biotype=mRNA;matches_ref_protein=True;valid_ORF=True;extra_copy_number=0,,XM_024452038.2,,,LOC102724594,,,,,,,,GeneID:102724594,,,,,,0,,,mRNA,LOC102724594,,,,,,,,True,,,Supporting evidence includes similarity to: 10 ESTs%2C 2 Proteins%2C 555 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 4 samples with support for all annotated introns,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X5,,,,,,,,,,mRNA,,,,,,,,True,,,
3778392,chr21,Liftoff,exon,41484016,41484309,.,-,.,Parent=XM_024452038.2;db_xref=GeneID:102724594;gene=LOC102724594;model_evidence=Supporting evidence includes similarity to: 10 ESTs%2C 2 Proteins%2C 555 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 4 samples with support for all annotated introns;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X5;transcript_biotype=mRNA;exon_number=10;extra_copy_number=0,,,,,XM_024452038.2,,,,,,,,GeneID:102724594,,,,10,,0,,,,LOC102724594,,,,,,,,,,,Supporting evidence includes similarity to: 10 ESTs%2C 2 Proteins%2C 555 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 4 samples with support for all annotated introns,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X5,,,,,,,,,,mRNA,,,,,,,,,,,
3778393,chr21,Liftoff,exon,41485531,41485623,.,-,.,Parent=XM_024452038.2;db_xref=GeneID:102724594;gene=LOC102724594;model_evidence=Supporting evidence includes similarity to: 10 ESTs%2C 2 Proteins%2C 555 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 4 samples with support for all annotated introns;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X5;transcript_biotype=mRNA;exon_number=9;extra_copy_number=0,,,,,XM_024452038.2,,,,,,,,GeneID:102724594,,,,9,,0,,,,LOC102724594,,,,,,,,,,,Supporting evidence includes similarity to: 10 ESTs%2C 2 Proteins%2C 555 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 4 samples with support for all annotated introns,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X5,,,,,,,,,,mRNA,,,,,,,,,,,
3778394,chr21,Liftoff,exon,41485715,41485848,.,-,.,Parent=XM_024452038.2;db_xref=GeneID:102724594;gene=LOC102724594;model_evidence=Supporting evidence includes similarity to: 10 ESTs%2C 2 Proteins%2C 555 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 4 samples with support for all annotated introns;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X5;transcript_biotype=mRNA;exon_number=8;extra_copy_number=0,,,,,XM_024452038.2,,,,,,,,GeneID:102724594,,,,8,,0,,,,LOC102724594,,,,,,,,,,,Supporting evidence includes similarity to: 10 ESTs%2C 2 Proteins%2C 555 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 4 samples with support for all annotated introns,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X5,,,,,,,,,,mRNA,,,,,,,,,,,
3778395,chr21,Liftoff,exon,41486500,41486598,.,-,.,Parent=XM_024452038.2;db_xref=GeneID:102724594;gene=LOC102724594;model_evidence=Supporting evidence includes similarity to: 10 ESTs%2C 2 Proteins%2C 555 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 4 samples with support for all annotated introns;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X5;transcript_biotype=mRNA;exon_number=7;extra_copy_number=0,,,,,XM_024452038.2,,,,,,,,GeneID:102724594,,,,7,,0,,,,LOC102724594,,,,,,,,,,,Supporting evidence includes similarity to: 10 ESTs%2C 2 Proteins%2C 555 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 4 samples with support for all annotated introns,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X5,,,,,,,,,,mRNA,,,,,,,,,,,
3778396,chr21,Liftoff,exon,41486756,41486805,.,-,.,Parent=XM_024452038.2;db_xref=GeneID:102724594;gene=LOC102724594;model_evidence=Supporting evidence includes similarity to: 10 ESTs%2C 2 Proteins%2C 555 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 4 samples with support for all annotated introns;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X5;transcript_biotype=mRNA;exon_number=6;extra_copy_number=0,,,,,XM_024452038.2,,,,,,,,GeneID:102724594,,,,6,,0,,,,LOC102724594,,,,,,,,,,,Supporting evidence includes similarity to: 10 ESTs%2C 2 Proteins%2C 555 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 4 samples with support for all annotated introns,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X5,,,,,,,,,,mRNA,,,,,,,,,,,
3778397,chr21,Liftoff,exon,41491524,41491590,.,-,.,Parent=XM_024452038.2;db_xref=GeneID:102724594;gene=LOC102724594;model_evidence=Supporting evidence includes similarity to: 10 ESTs%2C 2 Proteins%2C 555 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 4 samples with support for all annotated introns;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X5;transcript_biotype=mRNA;exon_number=5;extra_copy_number=0,,,,,XM_024452038.2,,,,,,,,GeneID:102724594,,,,5,,0,,,,LOC102724594,,,,,,,,,,,Supporting evidence includes similarity to: 10 ESTs%2C 2 Proteins%2C 555 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 4 samples with support for all annotated introns,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X5,,,,,,,,,,mRNA,,,,,,,,,,,
